"0","Listen western treatment early wait","12.19","false"
"1","Trouble image wind","313.85","false"
"2","Risk whether","55.72","false"
"3","Statement religious force us","114.92","true"
"4","Adult coach represent","382.26","false"
"5","Each technology hot tax","193.41","false"
"6","Identify stand positive record","496.35","true"
"7","Student treatment challenge vote","249.69","true"
"8","Defense brother foot","8.43","true"
"9","Growth bill during","340.29","false"
"10","Accept stay","275.72","false"
"11","Try wait side part","488.73","false"
"12","Leave provide story","149.16","false"
"13","Design institution","337.08","true"
"14","Author somebody car","58.14","true"
"15","Company cover","102.68","false"
"16","Moment price","400.86","false"
"17","Matter ever stock","108.78","false"
"18","Audience generation set","300.39","true"
"19","Adult possible six","239.99","false"
"20","Star difficult sea other set","260.65","true"
"21","Avoid material line other","130.22","true"
"22","Enough American over road","406.44","false"
"23","Statement number PM main","63.25","true"
"24","Home employee month fund","71.42","true"
"25","Rock before training","204.13","false"
"26","Center hope executive weight group","83.72","true"
"27","Create behavior","442.28","false"
"28","Collection personal network nature","95.62","true"
"29","Loss safe growth range","346.64","true"
"30","Clearly relate fire","254.50","false"
"31","Opportunity fish","81.33","true"
"32","Collection sure simple between say","421.78","true"
"33","Police identify carry minute parent","269.13","false"
"34","Factor kind probably sound","327.40","false"
"35","Blood whose marriage kid","390.27","true"
"36","Woman strategy","321.44","true"
"37","Middle once news develop news","240.81","true"
"38","Work more","149.64","true"
"39","Man interview","455.91","false"
"40","Amount national war sense","296.67","false"
"41","Institution name perform themselves","36.11","true"
"42","Democratic political population","335.68","true"
"43","If during because share actually","157.51","false"
"44","Certain thus","186.97","true"
"45","Certainly worker receive","339.62","false"
"46","Result nothing college thought","458.40","true"
"47","Image him soldier suddenly myself","208.18","false"
"48","Prepare fight","100.03","false"
"49","Figure produce across","466.37","true"
"50","Would wind","263.42","false"
"51","Skill middle theory ok","143.02","true"
"52","Someone west","447.70","false"
"53","Soldier run","489.18","false"
"54","Oil popular order join future","382.50","false"
"55","Put money kind quickly","183.09","false"
"56","Threat house her move","0.22","false"
"57","Generation almost score city","91.58","false"
"58","Low Republican since present guy","88.63","true"
"59","Skill environmental create health","312.67","true"
"60","Work writer summer","87.03","false"
"61","Write pattern concern toward fast","417.71","false"
"62","Point fine over red","439.91","false"
"63","Help day","353.26","false"
"64","Meet news economic make","365.94","false"
"65","Seven card safe","395.40","true"
"66","Wish raise","363.64","false"
"67","Heart that American","239.47","false"
"68","Tv it ask information","380.38","true"
"69","Indicate part","229.73","false"
"70","Reach risk painting camera","157.73","false"
"71","Military daughter be","71.32","true"
"72","Growth mention local","296.05","true"
"73","Plant environmental time option","0.84","false"
"74","Better court name among","198.91","false"
"75","Call newspaper get","285.26","true"
"76","Include positive join plant ever","432.10","true"
"77","Far sing hand industry","484.04","true"
"78","Parent certain cut","261.82","false"
"79","Recent blue politics firm","320.22","true"
"80","Someone relate modern owner it","262.29","false"
"81","Method know not","333.96","false"
"82","General family","378.07","true"
"83","Consumer better grow story","17.96","false"
"84","Wait occur first test senior","28.12","false"
"85","Hospital ready marriage grow","23.98","true"
"86","Behavior game including all","471.52","true"
"87","Level let great performance","397.01","true"
"88","Away thing bed concern worker","123.99","false"
"89","Provide blue manage player administration","79.88","true"
"90","Care its someone point","104.21","true"
"91","Wish where Mrs","2.25","false"
"92","Southern size run reason act","236.66","false"
"93","Site should keep","373.22","false"
"94","Avoid less food","428.49","true"
"95","Consider treat road science","159.22","false"
"96","Environment president station visit indeed","378.93","true"
"97","Until across must father","199.72","false"
"98","Green understand media each","463.46","true"
"99","Film these issue","142.36","true"
"100","Drug partner","104.71","false"
"101","Area probably line and","357.92","true"
"102","Offer much charge","291.84","false"
"103","Player degree window","465.73","false"
"104","Exactly reach difficult","364.53","true"
"105","Strong always single","444.35","false"
"106","Enough walk despite","415.95","true"
"107","Owner avoid especially writer air","193.53","false"
"108","Hear remember similar rise employee","276.37","false"
"109","Fact safe about response heart","417.45","false"
"110","Reflect new choose adult","302.31","true"
"111","Third situation customer","140.59","false"
"112","Few mind soon","306.45","false"
"113","Work low plan education which","209.05","false"
"114","Herself less","415.26","false"
"115","Style kind","498.93","false"
"116","Week along change determine","385.09","true"
"117","Mrs usually","456.69","false"
"118","Gun describe","280.09","true"
"119","Final develop turn","248.81","true"
"120","Unit gas personal","499.06","true"
"121","First Mr another travel","8.23","true"
"122","Major six your","256.30","true"
"123","Kind by us","22.21","false"
"124","Throughout believe project","366.93","false"
"125","Involve of service drive attack","375.48","false"
"126","Product eye remain ten","309.33","true"
"127","Spring different level","45.50","false"
"128","Market research","230.84","false"
"129","Ever quality","103.22","false"
"130","Message west take","54.52","false"
"131","These which sign politics enter","135.54","false"
"132","Impact relationship individual though","52.19","false"
"133","Fish hundred","371.88","false"
"134","Recently similar","347.95","true"
"135","Actually hand","38.26","true"
"136","Position onto control","281.69","false"
"137","Something really manage read","451.54","true"
"138","Western only four a","107.67","true"
"139","Parent nor make development","247.75","false"
"140","Issue far job edge majority","48.94","true"
"141","Sell hope","332.82","false"
"142","Yes responsibility heavy","446.67","true"
"143","Market east movie present","317.07","true"
"144","Kid important risk","144.76","true"
"145","Ten bed","426.13","true"
"146","Teach with food clearly society","392.15","false"
"147","Behavior the","63.13","false"
"148","History floor very mother","363.24","false"
"149","Raise staff why college","257.75","false"
"150","Bit hope service","437.44","true"
"151","Hear or work","346.96","false"
"152","Able where","355.94","true"
"153","Authority prepare yes","57.72","false"
"154","Apply spring blood response","192.26","false"
"155","Charge lead music","383.15","true"
"156","Such language company sea television","80.76","true"
"157","Job successful animal","287.09","false"
"158","Until say least","411.88","false"
"159","Hotel thank","109.74","false"
"160","Truth become build","206.95","true"
"161","Address guy month","289.03","false"
"162","Case case","38.57","false"
"163","Whose worry close","362.87","false"
"164","Take reach","164.91","false"
"165","Water nature boy reach","122.24","false"
"166","Understand others baby dream","149.91","false"
"167","Important social artist","200.35","true"
"168","Bill both after analysis","492.49","true"
"169","Behind successful of why","105.31","true"
"170","Authority probably","111.99","true"
"171","Task much region give","341.91","true"
"172","Home order indicate force","77.00","true"
"173","I within candidate","434.99","false"
"174","Professional positive must","22.53","false"
"175","Theory increase concern","334.30","false"
"176","Push first crime onto","419.48","true"
"177","Show take no pick","126.95","false"
"178","Song onto","185.41","false"
"179","Important school kind consumer beat","187.86","false"
"180","Some although middle","352.81","true"
"181","Teach note word be","484.35","true"
"182","Whatever ten far available","39.76","true"
"183","Build assume each argue no","172.88","true"
"184","Skin sense","423.22","false"
"185","Employee listen require","125.89","true"
"186","Degree crime management","130.01","true"
"187","Discover through feel","126.41","true"
"188","Beat trouble matter spend beat","119.85","false"
"189","Always address successful","157.33","false"
"190","Thousand career professor ready","328.14","false"
"191","Group now bill know","447.54","true"
"192","Bit knowledge coach owner","290.52","true"
"193","Claim up behavior","455.24","false"
"194","Social some man","257.76","true"
"195","Everyone involve never only","144.54","true"
"196","Reveal bad experience","259.83","true"
"197","Wonder until","302.67","true"
"198","Enjoy best","195.85","false"
"199","Language address social","83.45","false"
"200","Deep goal sing","75.83","false"
"201","Management continue force","351.01","true"
"202","Stand baby just","273.30","false"
"203","Language Mrs raise","54.54","false"
"204","Official up material country continue","15.55","true"
"205","Or box citizen former","153.67","true"
"206","Career including control reason amount","156.98","true"
"207","Top just mind","272.99","true"
"208","Walk actually continue number imagine","66.57","false"
"209","Meet small road wind","343.93","false"
"210","Become assume police sister","331.10","true"
"211","That his hotel require","96.43","false"
"212","Firm card","150.73","true"
"213","Argue cold ever","206.77","false"
"214","Response cultural lot player","165.22","true"
"215","Challenge event today","372.65","false"
"216","Information least imagine","211.11","true"
"217","Final discover success","351.81","true"
"218","Throughout commercial interest","371.79","true"
"219","Admit allow reduce","141.35","false"
"220","Will cup base feel Mrs","342.02","false"
"221","As mother director much land","245.70","false"
"222","Officer down single southern name","280.06","true"
"223","International trouble","476.61","true"
"224","Follow join","302.26","false"
"225","Statement number everyone peace can","145.24","true"
"226","Yourself near receive","191.86","true"
"227","Huge wall house","196.38","true"
"228","Director herself true","88.41","true"
"229","Article husband including down head","83.62","true"
"230","Simply to miss light after","436.67","true"
"231","Deal material interview together","31.59","true"
"232","Would magazine author","197.73","true"
"233","The shake federal","154.67","true"
"234","Result interesting","381.48","true"
"235","Go up town","133.88","true"
"236","Be certainly property mean","27.36","true"
"237","Significant international","304.08","false"
"238","New and rich attack serve","98.08","false"
"239","Oil official station those fish","360.49","true"
"240","Movie health Republican we","445.00","false"
"241","Eat price wife","112.71","true"
"242","Policy doctor the","422.14","true"
"243","Candidate best small hold still","339.25","false"
"244","Cultural at care share","399.07","false"
"245","Television money student","281.79","false"
"246","Report nearly help them","367.09","true"
"247","Attack from attention including","141.92","false"
"248","Final mention one","29.66","false"
"249","Character court its property trade","353.26","false"
"250","Successful upon TV police officer","382.20","false"
"251","Focus close","218.43","false"
"252","Back practice","187.91","false"
"253","Agent record structure one","333.76","false"
"254","Leave world science","359.95","false"
"255","Suffer land lot","158.93","false"
"256","Institution agency which","209.18","false"
"257","Degree cultural rule including","321.97","false"
"258","Same former picture western","1.98","true"
"259","Position inside official hold","295.89","true"
"260","Better even onto story stage","363.47","false"
"261","Guess owner on","63.94","false"
"262","Else wish peace know","122.24","true"
"263","Red about perhaps green","379.07","false"
"264","Claim Mr force","315.10","false"
"265","Always follow","58.13","false"
"266","Tree visit here give","308.73","true"
"267","Play crime produce","280.00","false"
"268","Shake agree","2.09","true"
"269","Leave speak behind student","81.70","false"
"270","Yes hard clear","450.59","true"
"271","His performance watch sign","444.74","true"
"272","Occur surface","225.20","true"
"273","Analysis health business","212.63","true"
"274","Cover thank","90.58","true"
"275","Individual carry pick room","71.89","false"
"276","Buy movement","363.31","true"
"277","Professor show","464.05","false"
"278","Half firm fish","301.06","false"
"279","Often usually","350.75","false"
"280","Check condition maintain strategy","69.05","true"
"281","Girl sure fund","136.74","false"
"282","Position fish admit","336.60","false"
"283","Quite crime administration","250.98","false"
"284","Account have south thank","331.71","true"
"285","Cover since various computer","130.12","false"
"286","Nice care scene","233.52","false"
"287","Use still successful south","372.11","false"
"288","Film marriage write in","206.60","false"
"289","Allow example model","463.40","false"
"290","Majority past camera almost","361.13","false"
"291","Able discuss beyond","197.53","false"
"292","Single address","147.71","true"
"293","Star member","136.19","true"
"294","Down sit base","453.28","false"
"295","Age series","387.45","false"
"296","Possible theory let pattern","311.00","true"
"297","Design whether available everyone","405.14","false"
"298","Question religious herself bill","208.06","true"
"299","From race street perform","123.80","true"
"300","Tv direction job","441.81","false"
"301","Poor list TV subject","338.48","false"
"302","Any turn blue college receive","395.96","false"
"303","Reduce find beat","233.81","true"
"304","Reflect stage visit","426.81","true"
"305","Charge recognize home create","249.47","true"
"306","Set special","13.52","false"
"307","What sign memory","278.71","true"
"308","Government society at","177.04","true"
"309","Position story sense painting","33.65","true"
"310","Figure home officer son walk","202.52","true"
"311","Street six price sort","253.99","true"
"312","Attention natural","285.34","false"
"313","Control local even","137.95","false"
"314","Pick very","413.65","false"
"315","Partner better turn factor","112.56","true"
"316","Material person cultural","221.32","true"
"317","Of perform something","339.97","false"
"318","Agreement former phone","246.51","true"
"319","All key develop suddenly","276.91","true"
"320","Accept popular line stage","110.65","false"
"321","Moment thus bar smile","450.31","true"
"322","Middle camera program","299.93","true"
"323","American case power teacher","261.40","false"
"324","Let party explain big list","483.95","true"
"325","Best mention","264.74","true"
"326","Four into lay game huge","247.98","true"
"327","Top road season course","65.19","false"
"328","Visit rather she trade","153.96","true"
"329","Foreign though during admit","68.27","true"
"330","Interview rule bag offer","132.73","false"
"331","Themselves purpose seat","484.00","true"
"332","And again","116.64","true"
"333","They garden through sport","222.70","false"
"334","Social similar attack finally","336.16","true"
"335","Staff style win","344.58","true"
"336","Though seat meet","346.73","true"
"337","History hotel leader","422.74","false"
"338","Board data newspaper I","496.82","true"
"339","Too sell hear party sure","268.97","false"
"340","Situation full north","209.04","false"
"341","Lawyer indeed response doctor watch","383.31","false"
"342","Today north throughout","243.94","true"
"343","Finally turn mean","332.99","true"
"344","Safe feeling","306.62","false"
"345","However industry buy score general","48.85","true"
"346","Environmental item majority","327.52","true"
"347","Behavior recently court leg","253.01","false"
"348","Station by long painting","385.79","true"
"349","Development painting course else account","242.52","false"
"350","Mission care set within","326.66","false"
"351","Same food base","435.68","true"
"352","Study image education career","95.12","true"
"353","Whose although beyond","209.36","false"
"354","At right","460.68","true"
"355","Professor past","94.54","false"
"356","Others home job","42.17","false"
"357","Sure late","367.36","false"
"358","Whether operation necessary some color","423.01","false"
"359","Three prepare","116.87","true"
"360","Listen prevent point glass","322.74","false"
"361","Population develop amount mouth","315.42","true"
"362","Kitchen carry movement","232.92","true"
"363","Line attention take","142.59","true"
"364","Foreign indeed within example research","339.95","false"
"365","Rest raise nor your education","73.93","false"
"366","Key many actually business","88.14","true"
"367","Improve culture represent","39.64","true"
"368","Within middle name","106.78","false"
"369","Town town present","61.78","false"
"370","Draw find action with try","347.74","false"
"371","Pass arm couple building","23.19","false"
"372","Create with teacher establish","491.13","true"
"373","Brother spend ahead action","495.76","true"
"374","Say event number","244.40","true"
"375","Billion past deep network","95.16","false"
"376","Challenge whether past","97.27","true"
"377","Recognize she father despite","78.17","true"
"378","Ago such begin body","361.71","true"
"379","Indeed drop believe let","76.70","false"
"380","Run nice stock success","169.51","false"
"381","Green name list","233.83","false"
"382","Hundred country how down final","7.07","false"
"383","Level rule stuff police people","96.28","true"
"384","Wait movie adult","433.09","true"
"385","Financial wall beyond","118.59","true"
"386","Minute question few","298.98","true"
"387","Doctor would natural","231.03","true"
"388","Onto would","48.64","false"
"389","Hospital effort store current","288.01","false"
"390","Product yet television","442.38","false"
"391","Care method wide scene upon","30.86","false"
"392","Fall bit nation reach","272.18","true"
"393","Role agency lose sing","325.22","true"
"394","Possible chance manage position","484.20","true"
"395","Moment soldier around oil college","247.39","false"
"396","Nature brother on agency part","487.07","true"
"397","Social protect style others response","164.40","false"
"398","Spend even happy whose","104.86","false"
"399","Free product","48.83","true"
"400","Political natural road","230.38","false"
"401","Company already discussion service technology","365.43","true"
"402","Carry investment mean wife","34.65","true"
"403","Environmental shoulder","106.64","true"
"404","So provide old clearly","7.16","true"
"405","Factor describe theory","384.05","true"
"406","Travel include that real","391.66","true"
"407","First street today hospital lead","497.15","true"
"408","Show church such","188.56","false"
"409","Analysis hope safe","322.01","false"
"410","Media bed win","179.29","true"
"411","Bed color station","298.82","true"
"412","Avoid positive","407.71","true"
"413","Democrat with nature property bank","410.65","false"
"414","Foreign interesting hold level audience","378.09","true"
"415","Suffer process radio something","341.36","true"
"416","Certain country","272.05","false"
"417","Special current each","74.95","true"
"418","Crime son yes","40.30","true"
"419","Break save society least","443.18","true"
"420","Yeah employee per","278.38","true"
"421","Conference around commercial","336.83","true"
"422","Former join base","98.20","false"
"423","Let of","348.37","true"
"424","Ground everything develop role","42.30","true"
"425","Someone prepare business our","479.48","false"
"426","Nearly play success role partner","253.55","false"
"427","Sell present community direction today","49.88","false"
"428","Business team audience","244.19","false"
"429","Tax appear moment","256.23","true"
"430","Important second computer cold event","221.29","false"
"431","Should morning none","216.11","true"
"432","Data money fall","344.78","false"
"433","Watch for others","486.23","true"
"434","After piece news Mrs","219.07","false"
"435","Along after somebody local","351.50","false"
"436","Impact particular central","389.38","false"
"437","Author civil stage possible","185.77","true"
"438","And black Republican sort","192.20","true"
"439","Wonder make","373.30","true"
"440","Consumer help area piece","424.12","false"
"441","North speech reason","393.59","true"
"442","Election line meet","268.94","true"
"443","Particularly indicate small become","289.66","true"
"444","Policy minute dinner at","198.97","false"
"445","Story the partner positive single","338.92","true"
"446","Sister yet fast","167.72","false"
"447","Class class at former","497.68","false"
"448","Yeah save tonight million themselves","73.00","false"
"449","Doctor ability security","100.63","false"
"450","Cover debate decade table visit","1.33","true"
"451","It only method rate","496.02","false"
"452","Blue remember account","390.50","true"
"453","East choice mind","118.51","false"
"454","Goal pretty fall clear","442.08","false"
"455","Develop fund building hand","185.82","true"
"456","Professor drive team into","29.43","true"
"457","Put entire PM able","313.90","true"
"458","Language lay area","200.70","false"
"459","Break sort","47.29","true"
"460","Skill white play affect significant","136.09","true"
"461","Especially class already","194.31","true"
"462","Himself sign again","380.48","false"
"463","Than occur occur","465.32","true"
"464","Item debate him alone","433.00","false"
"465","Mean performance act across expert","430.27","true"
"466","Book wonder development","316.98","true"
"467","None many house","296.85","false"
"468","Season audience","393.34","false"
"469","Successful pretty knowledge human","153.79","false"
"470","Enough responsibility","395.23","false"
"471","Left land rate consider","365.99","false"
"472","Far couple none community","214.02","true"
"473","City mother last score","203.16","false"
"474","Miss Mr","130.66","false"
"475","Interesting eat be","15.82","true"
"476","Hard stock fish road young","85.81","true"
"477","Nearly born herself how","217.41","false"
"478","First himself idea","48.24","false"
"479","Majority help","344.50","false"
"480","Camera two enter will","347.73","true"
"481","Avoid Congress list","88.26","false"
"482","Station team clearly so","83.25","true"
"483","Trial generation","88.65","true"
"484","Of instead tonight yet","304.66","false"
"485","Control major","199.03","false"
"486","Important much loss","90.14","false"
"487","Might people recent family","205.49","true"
"488","Seven might opportunity","261.32","true"
"489","Responsibility life","279.11","false"
"490","Whose model","294.20","true"
"491","Quickly involve year","18.31","false"
"492","Wear each","163.23","false"
"493","Authority position recently site","45.68","false"
"494","Opportunity mouth","334.59","false"
"495","Than two","398.60","true"
"496","Cause computer","456.14","true"
"497","How white visit","419.94","true"
"498","Short space morning movement","422.64","false"
"499","Tend art people","321.48","false"
"500","Would reveal all","237.63","true"
"501","Agent ok see civil forward","397.59","false"
"502","Soldier human they","28.99","false"
"503","Arm require open popular","337.61","false"
"504","Stop bill southern","497.14","false"
"505","Develop health billion region happen","487.64","false"
"506","Tonight my","435.54","false"
"507","Organization top through technology","451.12","true"
"508","Two technology get","58.55","true"
"509","Present authority son will rate","465.21","false"
"510","Include explain building","352.38","true"
"511","Today book support size","81.44","true"
"512","Dog management free","285.56","false"
"513","Eye after beat entire","451.73","false"
"514","Out purpose whole place","205.36","false"
"515","Organization arrive know contain","127.95","false"
"516","Quickly piece value education","428.33","false"
"517","What professional peace seven full","449.13","true"
"518","Find wait","111.79","true"
"519","Believe middle in","188.45","false"
"520","Learn west happy increase","20.64","false"
"521","Natural we provide","481.52","false"
"522","House prevent check","96.19","true"
"523","Performance such movie address","388.13","false"
"524","Impact explain civil positive","376.05","false"
"525","Finally effort skill assume","160.14","true"
"526","Decision camera","205.10","false"
"527","Nice certainly such imagine also","258.27","true"
"528","Ability garden rather form","353.82","false"
"529","Practice four stay would","474.70","true"
"530","His can already","394.72","false"
"531","Leg quite improve","227.07","false"
"532","Imagine reveal after","112.16","true"
"533","Science green","373.05","true"
"534","Continue certain drive public food","350.46","true"
"535","Should notice market","62.15","false"
"536","Style might evidence","219.26","false"
"537","Program space high about wish","186.71","false"
"538","Development edge","317.73","false"
"539","Cultural view together","42.88","false"
"540","Security add service activity","465.16","true"
"541","Probably commercial brother head","431.70","true"
"542","Need friend do among themselves","422.82","true"
"543","Make arm always","217.69","false"
"544","West player bar military","252.22","true"
"545","They join","73.02","true"
"546","Tax relationship determine","298.94","false"
"547","Choice author serve","270.97","false"
"548","Short always how","295.79","false"
"549","From purpose whom health","105.96","true"
"550","Again former fine dinner near","173.42","true"
"551","Seek charge friend","457.48","false"
"552","Sense play system he","171.00","true"
"553","Your vote","443.74","false"
"554","Pm source clear dog fast","362.15","true"
"555","Less enough how important","218.44","true"
"556","Animal enough southern particular institution","233.44","false"
"557","Very it eat likely town","474.39","false"
"558","Cold firm push","428.79","false"
"559","Course or charge trouble within","2.08","true"
"560","Condition reduce","134.89","true"
"561","By can this will right","155.33","false"
"562","President cut table boy her","137.18","true"
"563","Early shoulder blood left","105.78","true"
"564","Plant audience owner ok stock","187.67","true"
"565","Agency class campaign such","41.95","true"
"566","Those rise this network","298.19","true"
"567","Participant hope","241.74","false"
"568","Building reduce pass gun","80.15","true"
"569","Now until buy","389.68","true"
"570","Report level","240.62","true"
"571","State early","175.28","false"
"572","Buy college next son","208.74","true"
"573","Law cell contain bring","256.83","false"
"574","Fish either society write sit","115.73","false"
"575","Fact economic never sort","265.31","false"
"576","This story room recognize","333.78","false"
"577","Section reveal walk","238.19","true"
"578","Drive inside nice","212.08","true"
"579","Identify close now yet","451.80","true"
"580","Cost room blue media network","29.37","true"
"581","Skin event season quite affect","344.23","false"
"582","Somebody nor energy eye week","84.82","false"
"583","Him professional","56.35","false"
"584","Light why","309.98","true"
"585","Book least sort","408.90","true"
"586","Mention treatment imagine","89.35","false"
"587","Suddenly major","493.67","false"
"588","Only easy","453.74","true"
"589","Young compare kid themselves road","319.71","false"
"590","Old pick charge person","372.72","true"
"591","A require suffer agency nor","362.64","false"
"592","Fact drug follow life","288.59","false"
"593","Activity sing","201.90","false"
"594","After build then","200.45","true"
"595","Sport former bag news especially","40.91","false"
"596","Speech music","112.29","false"
"597","Move add standard south","211.51","true"
"598","Affect choose great","467.85","true"
"599","Front decade remain up","317.07","false"
"600","Some friend cold","250.32","false"
"601","Box letter","378.59","false"
"602","Himself business","306.08","false"
"603","Red store carry conference","352.44","false"
"604","Believe impact product","413.26","true"
"605","Study share agree","181.59","true"
"606","Total action can process","146.87","true"
"607","Everyone white staff","288.33","true"
"608","Seven heavy music time option","370.35","true"
"609","Clear film often realize account","283.50","true"
"610","Cold indicate there character","362.15","false"
"611","Upon scene natural television","155.21","true"
"612","Rise participant","206.52","false"
"613","Share push kid","292.14","false"
"614","Data wife send recognize","2.86","false"
"615","Medical usually east chance","361.68","false"
"616","Under machine","96.50","false"
"617","Reflect shoulder every to","90.72","false"
"618","Now indeed","466.73","true"
"619","House market tree","14.21","false"
"620","Good follow develop pass prove","367.05","false"
"621","Option my serve","46.68","true"
"622","Talk begin recently laugh","375.27","false"
"623","Medical hour","369.88","false"
"624","Memory number crime reduce area","146.66","false"
"625","Four him suffer lawyer","240.93","true"
"626","Not worker","140.51","true"
"627","Assume small total then","5.50","false"
"628","Some whom program","274.67","true"
"629","Decide family present likely wind","98.96","true"
"630","Your system leader half","159.83","true"
"631","Usually wrong","287.33","false"
"632","Book stop letter response","461.46","true"
"633","Particular building end return","140.93","true"
"634","Difficult car","196.25","false"
"635","End significant card coach","147.98","true"
"636","Other her","272.16","true"
"637","Hold no create themselves upon","196.41","false"
"638","Time you man","404.38","false"
"639","Sort add religious","398.32","true"
"640","Young significant","292.22","true"
"641","Someone boy explain especially tell","371.45","true"
"642","Candidate officer rate detail voice","134.74","false"
"643","Firm tax win look","281.13","false"
"644","Between animal raise bring those","345.07","true"
"645","Scientist let look sister gas","148.56","false"
"646","Wide house","484.17","false"
"647","Old week eye ok couple","183.44","false"
"648","Contain suddenly between why","368.69","false"
"649","Artist customer owner decision","499.55","true"
"650","Particular sound difficult effect","352.95","false"
"651","His whom suddenly fine","119.33","false"
"652","Response young group","69.56","false"
"653","Mission never","41.07","false"
"654","Time keep herself myself","327.19","true"
"655","Pass painting","172.26","false"
"656","Spring message focus kind","478.93","true"
"657","Lead federal","165.26","false"
"658","Sea teacher among garden","299.62","false"
"659","Partner process know","328.89","false"
"660","Month bit no person off","467.60","false"
"661","Avoid cup","454.82","false"
"662","Describe need eight","195.24","true"
"663","Level why almost","340.41","true"
"664","Range prepare player","126.88","false"
"665","Consumer your","128.14","true"
"666","Evidence agree across cost crime","326.32","false"
"667","Affect message body perhaps","300.31","true"
"668","Doctor artist whom value analysis","333.20","false"
"669","Choice dark tend loss term","158.84","false"
"670","Market moment","286.37","false"
"671","Partner vote out","447.49","false"
"672","Stock play","52.02","true"
"673","Personal fast answer","114.65","true"
"674","Real around soon stay","156.59","true"
